31/12/2022,"-270.45","BUNNINGS 712000          COBURG",""
30/12/2022,"-26.10","MCDONALDS BOX HILL NT    BLACKBURN NO",""
30/12/2022,"-836.75","SPOTLIGHT PRESTON        PRESTON     VIC",""
30/12/2022,"-558.00","SPOTLIGHT PRESTON        PRESTON     VIC",""
30/12/2022,"-58.77","EG GROUP        3026     PRESTON     AUS",""
30/12/2022,"-28.98","CHEMIST WAREHOUSE        PRESTON     VIC",""
29/12/2022,"-84.90","BUNNINGS 712000          COBURG",""
29/12/2022,"-298.97","BUNNINGS 712000          COBURG",""
28/12/2022,"-30.00","Belong 1300235664        Sydney      NSW",""
28/12/2022,"-479.00","BUNNINGS 712000          COBURG",""
27/12/2022,"-21.56","CHEMIST WAREHOUSE        COBURG      VIC",""
27/12/2022,"-502.50","400 Gradi Brunswick      Brunswick EaVIC",""
27/12/2022,"-45.00","HEALTHY PETS PLUS        CHATSWOOD   NSW",""
27/12/2022,"-229.25","Tim Ho Wan Melbourne     Melbourne   VIC",""
26/12/2022,"-115.48","WOOLWORTHS      3188     BRUNSWICK   AUS",""
24/12/2022,"-1168.00","SPOTLIGHT PRESTON        PRESTON     VIC",""
23/12/2022,"-26.50","MCDONALDS BALWYN         BALWYN",""
22/12/2022,"-39.90","MCDONALDS BALWYN         BALWYN",""
22/12/2022,"-166.97","AUTOMOTIVE BRANDS GR     DONCASTER   VIC",""
22/12/2022,"-358.15","BUNNINGS 615000          DONCASTER",""
21/12/2022,"-39.90","MCDONALDS BALWYN         BALWYN",""
21/12/2022,"-763.25","SPOTLIGHT PRESTON        PRESTON     VIC",""
21/12/2022,"-69.30","COLES EXPRESS 6708       BALWYN      AUS",""
20/12/2022,"-26.50","MCDONALDS BALWYN         BALWYN",""
20/12/2022,"-20.99","CHEMIST WAREHOUSE        PRESTON     VIC",""
19/12/2022,"-26.50","MCDONALDS BALWYN         BALWYN",""
19/12/2022,"-25.00","Belong 1300235664        Sydney      NSW",""
19/12/2022,"+4500.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
18/12/2022,"-195.94","ALDI STORES - PRESTON    PRESTON",""
17/12/2022,"-11565.46","BPAYN VWA AUTH ALLIANZ   BPAY WorkCover",""
16/12/2022,"-26.50","MCDONALDS BALWYN         BALWYN",""
16/12/2022,"-1.23","INTNL TRANSACTION FEE",""
16/12/2022,"-40.94","LIGHTINTHEBOX            SEATTLE     WA ## USA MERCHANT",""
16/12/2022,"+20000.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
15/12/2022,"-39.90","MCDONALDS BALWYN         BALWYN",""
14/12/2022,"-19.99","CHEMIST WAREHOUSE        COBURG      VIC",""
14/12/2022,"-59.00","XERO AU INV-25400979     HAWTHORN    VIC",""
14/12/2022,"-10.00","OVERLIMIT FEE",""
13/12/2022,"-22.90","MCDONALDS BALWYN         BALWYN",""
13/12/2022,"-200.00","ALLISON BROWNING         BRUNSWICK   VIC",""
13/12/2022,"-442.58","INTEREST CHARGES",""
13/12/2022,"-138.26","BRUNSWICK SUPA IGA       BRUNSWICK",""
12/12/2022,"-53.60","MCDONALDS BALWYN         BALWYN",""
12/12/2022,"-136.60","WOOLWORTHS      3188     BRUNSWICK   AUS",""
09/12/2022,"-49.35","KFC 1393                 DANDENONG   VIC",""
09/12/2022,"-70.72","BP DANDENONG 3940        DANDENONG   VIC",""
08/12/2022,"-119.05","EG GROUP        3965     COBURG NORTHAUS",""
07/12/2022,"-53.60","MCDONALDS DANDENONG      DANDENONG",""
07/12/2022,"-120.88","HOLLARD INSURANCE        CHATSWOOD",""
06/12/2022,"-15.15","MCDONALDS DT 0359        DONCASTER EA",""
06/12/2022,"-4.00","MELB ONSTREET PARKING    MELBOURNE",""
06/12/2022,"-1711.15","RACV                     MELBOURNE   VIC",""
06/12/2022,"+2000.00","PAYMENT RECEIVED, THANK YOU",""
05/12/2022,"-39.90","MCDONALDS BALWYN         BALWYN",""
03/12/2022,"-60.72","COLES EXPRESS 6878       KNOXFIELD   AUS",""
02/12/2022,"-10.99","CHEM WAREHS BRUNSW       BRUNSWICK   VIC",""
02/12/2022,"-115.13","BRUNSWICK SUPA IGA       BRUNSWICK",""
01/12/2022,"-39.90","MCDONALDS BALWYN         BALWYN",""
01/12/2022,"-121.30","WOOLWORTHS      3188     BRUNSWICK   AUS",""
29/11/2022,"-30.80","MCDONALDS BALWYN         BALWYN",""
29/11/2022,"-506.50","ALDI STORES - PRESTON    PRESTON",""
29/11/2022,"+1500.00","PAYMENT RECEIVED, THANK YOU MasterCardPayment",""
28/11/2022,"-30.00","Belong 1300235664        Sydney      NSW",""
28/11/2022,"-73.20","Hungry Jacks             Mooroolbark AUS",""
27/11/2022,"-62.97","CHEMIST WAREHOUSE        PRESTON     VIC",""
27/11/2022,"-57.03","EG GROUP        3026     PRESTON     AUS",""
